text,entities
"Adu ti agsao nga agdirdirisak no ag-inom ti Econazole Nitrate + Triamcinolone Acetonide + 
Gentamicin (as sulfate).","[(44, 115, 'DRUG'), (17, 29, 'ADE')]"
"Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Tolnaftate + Clioquinol + Gentamicin (as sulfate) + 
Betamethasone (as valerate).","[(61, 142, 'DRUG'), (28, 44, 'ADE')]"
Ti kadawyan nga epekto ti Irbesartan ket naliday ti ulok.,"[(26, 36, 'DRUG'), (41, 56, 'ADE')]"
"Idi ko inusar ti Nonacog Alfa, nagsang-atak ti saanak makaturturog.","[(17, 29, 'DRUG'), (47, 66, 'ADE')]"
"Ti kadawyan nga epekto ti 2,4-Dichlorobenzyl Alcohol/ Amylmetacresol/ Vitamin C ket agkaroak.","[(26, 79, 'DRUG'), (84, 92, 'ADE')]"
Adu ti agsao nga agkurang ti init ko no ag-inom ti Ceftazidime (as pentahydrate).,"[(51, 80, 'DRUG'), (17, 36, 'ADE')]"
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti IBUPROFEN + PARACETAMOL.,"[(60, 83, 'DRUG'), (16, 30, 'ADE')]"
Adu ti agsao nga agsakit ti ulok no ag-inom ti Butamirate Citrate.,"[(47, 65, 'DRUG'), (17, 32, 'ADE')]"
Ti kadawyan nga epekto ti Paracetamol + Thiamine Mononitrate (Vit B1) + Pyridoxine Hydrochloride (Vit B6) + Cyanocobalamine (Vit B12) ket saanak makapanag-diges.,"[(26, 133, 'DRUG'), (138, 160, 'ADE')]"
"Gapu ti Standardized Senna Concentrate, nakaramdamak ti agsakit dagiti ul-ulok.","[(8, 38, 'DRUG'), (56, 78, 'ADE')]"
"Idi ko inusar ti Clindamycin (As Palmitate Hydrochloride), nagsang-atak ti saanak makaturturog.","[(17, 57, 'DRUG'), (75, 94, 'ADE')]"
Ti agkurang ti init ko ket maysa a epekto ti Ascorbic acid (as Sodium ascorbate).,"[(45, 80, 'DRUG'), (3, 22, 'ADE')]"
"Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Vitamin B-Complex (Vitamin B1 + Vitamin B6 + Vitamin 
B12).","[(57, 116, 'DRUG'), (28, 40, 'ADE')]"
Adu ti agsao nga nalawag ti kita no ag-inom ti Iron Sucrose (as Ferric Hydroxide Sucrose Complex).,"[(47, 97, 'DRUG'), (17, 32, 'ADE')]"
"Kalpasan ti panag-inom ti Tirofiban Hydrochloride, kanayonak a agbutengak.","[(26, 49, 'DRUG'), (63, 73, 'ADE')]"
"In-experience ko ti agbutengak kalpasan ti Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc.","[(43, 93, 'DRUG'), (20, 30, 'ADE')]"
Nariknak ti nalawag ti kita idi pinainomak ti Vino De Quina.,"[(46, 59, 'DRUG'), (12, 27, 'ADE')]"
Nariknak ti agkaroak idi pinainomak ti Ferrous Fumarate (Equivalent To 107.25 Mg Elemental Iron) + Cyanocobalamin.,"[(39, 113, 'DRUG'), (12, 20, 'ADE')]"
Ti agdirdirisak ket maysa a epekto ti Epirubicin (As Hydrochloride).,"[(38, 67, 'DRUG'), (3, 15, 'ADE')]"
"Kalpasan ti panag-inom ti Paracetamol + Ascorbic Acid, kanayonak a naliday ti ulok.","[(26, 53, 'DRUG'), (67, 82, 'ADE')]"
Ni nanang ket nakaramdam ti agkarkarigatak idi nag-inom ti Cotrimozaxole (Butterscotch Flavor).,"[(59, 94, 'DRUG'), (28, 42, 'ADE')]"
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Ursodeoxycholic Acid.,"[(67, 87, 'DRUG'), (28, 50, 'ADE')]"
Nariknak ti nataltalged ti ngiwat idi pinainomak ti Phospholipids.,"[(52, 65, 'DRUG'), (12, 33, 'ADE')]"
Ti kayat ko ti angin ket maysa a epekto ti Mometasone Furoate (as monohydrate0.,"[(43, 78, 'DRUG'), (3, 20, 'ADE')]"
"Kalpasan ti panag-inom ti Fexofenadine Hydrochloride, kanayonak a agdirdirisak.","[(26, 52, 'DRUG'), (66, 78, 'ADE')]"
"Gapu ti Ferrous Sulfate (as Heptahydrate), nakaramdamak ti naliday ti ulok.","[(8, 41, 'DRUG'), (59, 74, 'ADE')]"
"Idi ko inusar ti Bromhexine Hydrochlrodie, nagsang-atak ti adda pantal ko.","[(17, 41, 'DRUG'), (59, 73, 'ADE')]"
Ti agsukak ket maysa a epekto ti Ranitidine (as hydrochloride ).,"[(33, 63, 'DRUG'), (3, 10, 'ADE')]"
In-experience ko ti nangato ti bukol kalpasan ti Temisartan.,"[(49, 59, 'DRUG'), (20, 36, 'ADE')]"
Ni nanang ket nakaramdam ti saanak makaturturog idi nag-inom ti Naproxen Sodium + Omeprazole.,"[(64, 92, 'DRUG'), (28, 47, 'ADE')]"
In-experience ko ti agbutengak kalpasan ti Topiramate.,"[(43, 53, 'DRUG'), (20, 30, 'ADE')]"
Ti agdirdirisak ket maysa a epekto ti Pantoprazole (as Sodium).,"[(38, 62, 'DRUG'), (3, 15, 'ADE')]"
"Idi ko inusar ti Olmesartan Medoxomil) + Amlodipine (as besilate), nagsang-atak ti agkaroak.","[(17, 65, 'DRUG'), (83, 91, 'ADE')]"
"Gapu ti Adrenaline (As Acid Tartrate), nakaramdamak ti agbutengak.","[(8, 37, 'DRUG'), (55, 65, 'ADE')]"
"Gapu ti Atorvastatin (As Calcium trihydrate), nakaramdamak ti saanak makaturturog.","[(8, 44, 'DRUG'), (62, 81, 'ADE')]"
Nariknak ti agkurang ti init ko idi pinainomak ti Erythromycin (as Stearate).,"[(50, 76, 'DRUG'), (12, 31, 'ADE')]"
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Tiotropium (As Bromide).,"[(54, 77, 'DRUG'), (17, 39, 'ADE')]"
"Gapu ti Levonorgestrel, nakaramdamak ti nalidlidayak.","[(8, 22, 'DRUG'), (40, 52, 'ADE')]"
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Meformin Hydrochloride.,"[(67, 89, 'DRUG'), (16, 37, 'ADE')]"
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti Carbetocin.,"[(67, 77, 'DRUG'), (28, 50, 'ADE')]"
"Idi ko inusar ti Telmisartan + Amlodipine (As Besylate), nagsang-atak ti adda pantal ko.","[(17, 55, 'DRUG'), (73, 87, 'ADE')]"
Ni nanang ket nakaramdam ti agkurang ti init ko idi nag-inom ti Phenylephrine hydrochloride + Chlorphenamine maleate + Ibuprofen.,"[(64, 128, 'DRUG'), (28, 47, 'ADE')]"
Nakaramdamak ti agbutengak kalpasan ti panag-inom ko ti Betamethasone.,"[(56, 69, 'DRUG'), (16, 26, 'ADE')]"
Nakaramdamak ti nangato ti bukol kalpasan ti panag-inom ko ti Ethinylestradiol + Levonorgestrel; Ferrous fumarate.,"[(62, 113, 'DRUG'), (16, 32, 'ADE')]"
Adu ti agsao nga agsakit ti ulok no ag-inom ti Etelcalcetide (as hydrochloride).,"[(47, 79, 'DRUG'), (17, 32, 'ADE')]"
Ti kadawyan nga epekto ti Neostigmine (as Methylsulfate) ket agsukak.,"[(26, 56, 'DRUG'), (61, 68, 'ADE')]"
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Ceftazidime (as pentahydrate).,"[(67, 96, 'DRUG'), (16, 37, 'ADE')]"
Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Cortiright 100.,"[(57, 71, 'DRUG'), (28, 40, 'ADE')]"
Nariknak ti saanak makapanag-diges idi pinainomak ti GUAIFENESIN + CHLORPHENAMINE MALEATE + PHENYLPROPANOLAMINE.,"[(53, 111, 'DRUG'), (12, 34, 'ADE')]"
Ti agkaroak ket maysa a epekto ti Carmellose Sodium.,"[(34, 51, 'DRUG'), (3, 11, 'ADE')]"
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Diosmin Hesperidin..,"[(61, 80, 'DRUG'), (16, 31, 'ADE')]"
Nariknak ti nalidlidayak idi pinainomak ti Cefazolin (as sodium).,"[(43, 64, 'DRUG'), (12, 24, 'ADE')]"
Ni nanang ket nakaramdam ti kayat ko ti angin idi nag-inom ti Atropine sulfate.,"[(62, 78, 'DRUG'), (28, 45, 'ADE')]"
Adu ti agsao nga nataltalged ti ngiwat no ag-inom ti Live Infectious Bursal Disease (IBD) Virus Vaccine (Vet.).,"[(53, 110, 'DRUG'), (17, 38, 'ADE')]"
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti Ibuprofen.,"[(65, 74, 'DRUG'), (16, 35, 'ADE')]"
Ti kadawyan nga epekto ti Tranexamic Acid. ket agkaroak.,"[(26, 42, 'DRUG'), (47, 55, 'ADE')]"
Ti saanak makaturturog ket maysa a epekto ti Atorvastatin Calcium.,"[(45, 65, 'DRUG'), (3, 22, 'ADE')]"
"Idi ko inusar ti Clindamycin Hydrochloride, nagsang-atak ti agsukak.","[(17, 42, 'DRUG'), (60, 67, 'ADE')]"
Ti kadawyan nga epekto ti Bromhexine Hydrochloride ket nasusukaak.,"[(26, 50, 'DRUG'), (55, 65, 'ADE')]"
Ti nangato ti bukol ket maysa a epekto ti Rupatadine (As Fumarate).,"[(42, 66, 'DRUG'), (3, 19, 'ADE')]"
Nariknak ti agpaspas ti puso idi pinainomak ti Silybin + Phospholipids + Multivitamins + Zinc.,"[(47, 93, 'DRUG'), (12, 28, 'ADE')]"
"Idi ko inusar ti Vecuronium bromide, nagsang-atak ti agkurang ti init ko.","[(17, 35, 'DRUG'), (53, 72, 'ADE')]"
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Bupivacaine As Hydrochloride.,"[(67, 95, 'DRUG'), (28, 50, 'ADE')]"
"Gapu ti Haloperidol, nakaramdamak ti adda pantal ko.","[(8, 19, 'DRUG'), (37, 51, 'ADE')]"
Ti agsukak ket maysa a epekto ti Atorvastatin (as Calcium) + Fenofibrate.,"[(33, 72, 'DRUG'), (3, 10, 'ADE')]"
"Idi ko inusar ti Phosphatidylcholine + Lysophosphatidylcholine (Vet.), nagsang-atak ti agkaroak.","[(17, 69, 'DRUG'), (87, 95, 'ADE')]"
"Gapu ti Cholecalciferol (Vitamin D3), nakaramdamak ti agdirdirisak.","[(8, 36, 'DRUG'), (54, 66, 'ADE')]"
"Idi ko inusar ti Gemcitabine (As Hydrochloride), nagsang-atak ti adda pantal ko.","[(17, 47, 'DRUG'), (65, 79, 'ADE')]"
Ni nanang ket nakaramdam ti nataltalged ti ngiwat idi nag-inom ti Cefuvic 250.,"[(66, 77, 'DRUG'), (28, 49, 'ADE')]"
"Gapu ti Olmesartan Medoxomil + Amlodipine (As Besilate), nakaramdamak ti adda pantal ko.","[(8, 55, 'DRUG'), (73, 87, 'ADE')]"
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Iron + Zinc + Folic Acid.,"[(68, 92, 'DRUG'), (16, 38, 'ADE')]"
"Kalpasan ti panag-inom ti Pantoprazole (As Sodium), kanayonak a nalawag ti kita.","[(26, 50, 'DRUG'), (64, 79, 'ADE')]"
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti Multivitamins + Iron + Docusate Sodium.,"[(60, 98, 'DRUG'), (16, 30, 'ADE')]"
"Kalpasan ti panag-inom ti Potassium Chloride 10 Meq (20 Meq/L) In 5% Dextrose And 0.33% Sodium Chloride Solution For I.V. Infusion, kanayonak a saanak makaturturog.","[(26, 130, 'DRUG'), (144, 163, 'ADE')]"
Nariknak ti nasusukaak idi pinainomak ti MEFENAMIC ACID.,"[(41, 55, 'DRUG'), (12, 22, 'ADE')]"
Ti adda pantal ko ket maysa a epekto ti Sterile water for Injection.,"[(40, 67, 'DRUG'), (3, 17, 'ADE')]"
Nakaramdamak ti agkaroak kalpasan ti panag-inom ko ti 70% Isopropyl Alcohol Solution Unscented.,"[(54, 94, 'DRUG'), (16, 24, 'ADE')]"
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Warfarin Sodium.,"[(54, 69, 'DRUG'), (17, 39, 'ADE')]"
Ni nanang ket nakaramdam ti saanak makaturturog idi nag-inom ti Sodium Choride 0.65% Buffered Solution Nasal Spray.,"[(64, 114, 'DRUG'), (28, 47, 'ADE')]"
In-experience ko ti nalidlidayak kalpasan ti Pemetrexed (as Disodium).,"[(45, 69, 'DRUG'), (20, 32, 'ADE')]"
"Kalpasan ti panag-inom ti Cefuroxine (as axetil), kanayonak a nataltalged ti ngiwat.","[(26, 48, 'DRUG'), (62, 83, 'ADE')]"
"Kalpasan ti panag-inom ti Ketoconazole + Clobetasol propionate + Neomycin, kanayonak a agsakit ti ulok.","[(26, 73, 'DRUG'), (87, 102, 'ADE')]"
Nakaramdamak ti agsukak kalpasan ti panag-inom ko ti Povidone - Iodine.,"[(53, 70, 'DRUG'), (16, 23, 'ADE')]"
Ti kadawyan nga epekto ti Gadobutrol ket agbutengak.,"[(26, 36, 'DRUG'), (41, 51, 'ADE')]"
Ni nanang ket nakaramdam ti agsukak idi nag-inom ti Methyldopa (as sesquihydrate).,"[(52, 81, 'DRUG'), (28, 35, 'ADE')]"
Ti naliday ti ulok ket maysa a epekto ti Calcium + Calcitriol + Zinc.,"[(41, 68, 'DRUG'), (3, 18, 'ADE')]"
Nariknak ti agsakit dagiti ul-ulok idi pinainomak ti Ambroxol Hydrochlorie.,"[(53, 74, 'DRUG'), (12, 34, 'ADE')]"
"Kalpasan ti panag-inom ti Recombinant Human Thrombopoietin, kanayonak a saanak makapanag-diges.","[(26, 58, 'DRUG'), (72, 94, 'ADE')]"
"Idi ko inusar ti Ketoconazole + Clobetasol propionate + Neomycin, nagsang-atak ti saanak makapanag-diges.","[(17, 64, 'DRUG'), (82, 104, 'ADE')]"
In-experience ko ti nalidlidayak kalpasan ti Docetaxel (As Trihydrate).,"[(45, 70, 'DRUG'), (20, 32, 'ADE')]"
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti Atorvastatin (as Calcium Trihydrate).,"[(67, 103, 'DRUG'), (28, 50, 'ADE')]"
In-experience ko ti agsukak kalpasan ti Hydrocortisone Acetate + Benzocaine + Benzalkonium Chloride (1% Solution) + Bismuth Subgallate.,"[(40, 134, 'DRUG'), (20, 27, 'ADE')]"
"Gapu ti Pantoprazole (as sodium sesquihydrate) + Domperidone (as maleate), nakaramdamak ti agkarkarigatak.","[(8, 73, 'DRUG'), (91, 105, 'ADE')]"
Ti kadawyan nga epekto ti Thiamine Mononitrate (Vit. B1) + Pyridoxine Hcl (Vit. B6) + Cyanocobalamin (Vit. B12) ket adda pantal ko.,"[(26, 111, 'DRUG'), (116, 130, 'ADE')]"
"Idi ko inusar ti Abrocitinib, nagsang-atak ti agkarkarigatak.","[(17, 28, 'DRUG'), (46, 60, 'ADE')]"
Nariknak ti nalawag ti kita idi pinainomak ti Phenylephrine Hydrochloride + Chlorpheniramine Maelate.,"[(46, 100, 'DRUG'), (12, 27, 'ADE')]"
Ti kadawyan nga epekto ti Hydroxyethyl Starch + Sodium Chloride ket nasusukaak.,"[(26, 63, 'DRUG'), (68, 78, 'ADE')]"
"Kalpasan ti panag-inom ti Diphtheria, Tetanus, Pertussis (Acellular Poliomyelitis (Inactivated) Vaccine and Haemophilus influenzae Type B Conjugate Vaccine (Adsorbed), kanayonak a kayat ko ti angin.","[(26, 166, 'DRUG'), (180, 197, 'ADE')]"
"Idi ko inusar ti Betamethasone (As Valerate), nagsang-atak ti agkurang ti init ko.","[(17, 44, 'DRUG'), (62, 81, 'ADE')]"
Nariknak ti saanak makapanag-diges idi pinainomak ti Candesartan (As Cilexetil).,"[(53, 79, 'DRUG'), (12, 34, 'ADE')]"
Ti kadawyan nga epekto ti Tobramycin/ Dexamethasone ket agbutengak.,"[(26, 51, 'DRUG'), (56, 66, 'ADE')]"
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Imipenem +Cilastatin Sodium.,"[(67, 94, 'DRUG'), (16, 37, 'ADE')]"
"Idi ko inusar ti Doxycycline (as Hydrochloride), nagsang-atak ti nangato ti bukol.","[(17, 47, 'DRUG'), (65, 81, 'ADE')]"
"Idi ko inusar ti Thiamine HCl (Vitamin B1) + Pyridoxine HCl (Vitamin B6) + Cyanocobalamin (Vitamin B12), nagsang-atak ti nalawag ti kita.","[(17, 103, 'DRUG'), (121, 136, 'ADE')]"
"Idi ko inusar ti Phospholipids + Multivitamins, nagsang-atak ti agkaroak.","[(17, 46, 'DRUG'), (64, 72, 'ADE')]"
Adu ti agsao nga agsakit dagiti ul-ulok no ag-inom ti Cloxacillin Sodium.,"[(54, 72, 'DRUG'), (17, 39, 'ADE')]"
"Kalpasan ti panag-inom ti Mometasone furoate + Azelastine hydrochloride, kanayonak a adda pantal ko.","[(26, 71, 'DRUG'), (85, 99, 'ADE')]"
Ni nanang ket nakaramdam ti nasusukaak idi nag-inom ti I.V. - Globulin SN Injection.,"[(55, 83, 'DRUG'), (28, 38, 'ADE')]"
Ti nangato ti bukol ket maysa a epekto ti Menthol + Camphor + Eucalyptus Oil.,"[(42, 76, 'DRUG'), (3, 19, 'ADE')]"
Nariknak ti agkarkarigatak idi pinainomak ti Indacaterol Acetate + Glycopyrronium Bromide + Mometasone Furoate.,"[(45, 110, 'DRUG'), (12, 26, 'ADE')]"
"Idi ko inusar ti Digoxin, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 24, 'DRUG'), (42, 64, 'ADE')]"
Ti agkaroak ket maysa a epekto ti Brompheniramine Maleate + Phenylephrine Hydrochloride.,"[(34, 87, 'DRUG'), (3, 11, 'ADE')]"
"Idi ko inusar ti Methyl Salicylate + Camphor, nagsang-atak ti agbutengak.","[(17, 44, 'DRUG'), (62, 72, 'ADE')]"
Ti agdirdirisak ket maysa a epekto ti Imipenem + Cilastatin Sodium.,"[(38, 66, 'DRUG'), (3, 15, 'ADE')]"
"Gapu ti Methyl Salicylate + Peppermint Oil + Eucalyptus Oil + Menthol, nakaramdamak ti naliday ti ulok.","[(8, 69, 'DRUG'), (87, 102, 'ADE')]"
"Gapu ti Ketotifen (As Hydrogen Fumarate), nakaramdamak ti nangato ti bukol.","[(8, 40, 'DRUG'), (58, 74, 'ADE')]"
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Thiamine Mononitrate (Vitamin B1)+Pyridoxine Hydrochloride (Vitamin B6)+Cyanocobalamin (Vitamin B12).,"[(54, 154, 'DRUG'), (17, 39, 'ADE')]"
Nakaramdamak ti adda pantal ko kalpasan ti panag-inom ko ti Valproic Acid (as Sodium Valproate).,"[(60, 95, 'DRUG'), (16, 30, 'ADE')]"
"Kalpasan ti panag-inom ti Strattera, kanayonak a saanak makaturturog.","[(26, 35, 'DRUG'), (49, 68, 'ADE')]"
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Ropivacaine hydrochloride (as monohydrate).,"[(67, 109, 'DRUG'), (28, 50, 'ADE')]"
"Kalpasan ti panag-inom ti Amlodipine (as besilate) + Bisoprolol fumarate, kanayonak a agpaspas ti puso.","[(26, 72, 'DRUG'), (86, 102, 'ADE')]"
Adu ti agsao nga adda pantal ko no ag-inom ti Levodopa + Carbidopa (as monohydrate) + Entacapone.,"[(46, 96, 'DRUG'), (17, 31, 'ADE')]"
Nariknak ti agsakit dagiti ul-ulok idi pinainomak ti Salbutamol + Carbocisteine.,"[(53, 79, 'DRUG'), (12, 34, 'ADE')]"
Adu ti agsao nga agsukak no ag-inom ti Isosorbide Dinitrate.,"[(39, 59, 'DRUG'), (17, 24, 'ADE')]"
Ti saanak makaturturog ket maysa a epekto ti Lacidipine.,"[(45, 55, 'DRUG'), (3, 22, 'ADE')]"
Ni nanang ket nakaramdam ti agbutengak idi nag-inom ti Ascorbic Acid + Zinc (as heptahydrate).,"[(55, 93, 'DRUG'), (28, 38, 'ADE')]"
Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Ascorbic Acid (As Sodium Ascorbate) + Zinc (As Zinc Sulfate).,"[(57, 117, 'DRUG'), (28, 40, 'ADE')]"
Adu ti agsao nga nataltalged ti ngiwat no ag-inom ti Levothyroxine (As Sodium).,"[(53, 78, 'DRUG'), (17, 38, 'ADE')]"
"Idi ko inusar ti Losartan potassium + Amlodipine (as besilate), nagsang-atak ti nalawag ti kita.","[(17, 62, 'DRUG'), (80, 95, 'ADE')]"
Ni nanang ket nakaramdam ti kayat ko ti angin idi nag-inom ti Plantago ovata Forssk. (Ispaghula husk).,"[(62, 101, 'DRUG'), (28, 45, 'ADE')]"
"Gapu ti 5% Dextrose in 0.3% Sodium Chloride, nakaramdamak ti agsukak.","[(8, 43, 'DRUG'), (61, 68, 'ADE')]"
Ti nalawag ti kita ket maysa a epekto ti Lactulose (As Lactulose Concentrate).,"[(41, 77, 'DRUG'), (3, 18, 'ADE')]"
Adu ti agsao nga agkarkarigatak no ag-inom ti Buclizine Hydrochloride +Vitamin B Complex + Iron (See reverse for formulation).,"[(46, 125, 'DRUG'), (17, 31, 'ADE')]"
Adu ti agsao nga agsakit ti ulok no ag-inom ti Dexamethasone phosphate (as sodium).,"[(47, 82, 'DRUG'), (17, 32, 'ADE')]"
Ni nanang ket nakaramdam ti kayat ko ti angin idi nag-inom ti Oxycodone Hydrochloride.,"[(62, 85, 'DRUG'), (28, 45, 'ADE')]"
Ti kadawyan nga epekto ti CIMETIDINE ket adda pantal ko.,"[(26, 36, 'DRUG'), (41, 55, 'ADE')]"
In-experience ko ti agsakit ti ulok kalpasan ti Bisoprolol Fumarate + Hydrochlorothiazide.,"[(48, 89, 'DRUG'), (20, 35, 'ADE')]"
"Kalpasan ti panag-inom ti Febuxostat, kanayonak a nalawag ti kita.","[(26, 36, 'DRUG'), (50, 65, 'ADE')]"
"Gapu ti Iron (as fumarate) + Folic Acid + Cyanocobalamin (Vitamin B12), nakaramdamak ti nangato ti bukol.","[(8, 70, 'DRUG'), (88, 104, 'ADE')]"
Nariknak ti nasusukaak idi pinainomak ti Polatuzumab vedotin.,"[(41, 60, 'DRUG'), (12, 22, 'ADE')]"
Ti kadawyan nga epekto ti Dobutamine (as hydrochloride) ket agdirdirisak.,"[(26, 55, 'DRUG'), (60, 72, 'ADE')]"
Ni nanang ket nakaramdam ti agkurang ti init ko idi nag-inom ti Pantoprazole as Sodium).,"[(64, 87, 'DRUG'), (28, 47, 'ADE')]"
Nakaramdamak ti nalidlidayak kalpasan ti panag-inom ko ti Rifampicin + Isoniazid (Rimactazid) and Ethambutol.,"[(58, 108, 'DRUG'), (16, 28, 'ADE')]"
Adu ti agsao nga nalawag ti kita no ag-inom ti Tirofiban (as hydrochloride monohydrate).,"[(47, 87, 'DRUG'), (17, 32, 'ADE')]"
Adu ti agsao nga agsakit ti ulok no ag-inom ti Isoniazid (Jar).,"[(47, 62, 'DRUG'), (17, 32, 'ADE')]"
"Gapu ti Bromhexine (As Hydrochloride), nakaramdamak ti agsakit dagiti ul-ulok.","[(8, 37, 'DRUG'), (55, 77, 'ADE')]"
"Ni nanang ket nakaramdam ti adda pantal ko idi nag-inom ti Monobasic Sodium Phosphate + Dibasic Sodium 
Phosphate.","[(59, 114, 'DRUG'), (28, 42, 'ADE')]"
Nariknak ti agkurang ti init ko idi pinainomak ti OXYMETAZOLINE HYDROCHLORIDE.,"[(50, 77, 'DRUG'), (12, 31, 'ADE')]"
"Gapu ti Levocetirizine hydrochloride., nakaramdamak ti agkurang ti init ko.","[(8, 37, 'DRUG'), (55, 74, 'ADE')]"
Nakaramdamak ti agsakit ti ulok kalpasan ti panag-inom ko ti TERBUTALINE SULFATE.,"[(61, 80, 'DRUG'), (16, 31, 'ADE')]"
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Chicken Anemia Virus (CLI Strain) Antibody Test Kit.,"[(61, 112, 'DRUG'), (16, 31, 'ADE')]"
"Gapu ti Levodopa + Carbidopa (as monohydrate) + Entacapone, nakaramdamak ti agkurang ti init ko.","[(8, 58, 'DRUG'), (76, 95, 'ADE')]"
"Idi ko inusar ti Atorvastatin (As Calcium) + Amlodipine (As Besilate), nagsang-atak ti nataltalged ti ngiwat.","[(17, 69, 'DRUG'), (87, 108, 'ADE')]"
"Idi ko inusar ti Loperamide HCl, nagsang-atak ti naliday ti ulok.","[(17, 31, 'DRUG'), (49, 64, 'ADE')]"
In-experience ko ti agkurang ti init ko kalpasan ti Sertraline                                (As Hydrochlorode).,"[(52, 112, 'DRUG'), (20, 39, 'ADE')]"
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Edoxaban (as tosilate).,"[(67, 89, 'DRUG'), (28, 50, 'ADE')]"
Ni nanang ket nakaramdam ti nataltalged ti ngiwat idi nag-inom ti Zoledronic Acid (as monohydrate).,"[(66, 98, 'DRUG'), (28, 49, 'ADE')]"
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti CALCIUM + CHOLECALCIFEROL (VITAMIN D3).,"[(65, 103, 'DRUG'), (16, 35, 'ADE')]"
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Tioconazole+Tinidazole.,"[(54, 76, 'DRUG'), (17, 39, 'ADE')]"
"Idi ko inusar ti Multivitamins + L-Carnitine + Lysine HCl + Zinc + Biotin + Inositol + Taurine + CGF, nagsang-atak ti nasusukaak.","[(17, 100, 'DRUG'), (118, 128, 'ADE')]"
"Idi ko inusar ti Mesna, nagsang-atak ti agbutengak.","[(17, 22, 'DRUG'), (40, 50, 'ADE')]"
Adu ti agsao nga nangato ti bukol no ag-inom ti d-Alpha Tocopheryl Succinate + Ascorbic Acid + Zinc.,"[(48, 99, 'DRUG'), (17, 33, 'ADE')]"
Adu ti agsao nga nataltalged ti ngiwat no ag-inom ti IRON.,"[(53, 57, 'DRUG'), (17, 38, 'ADE')]"
"Idi ko inusar ti Xylometazoline Hydrochloride + Lysozyme 
Hydrochloride, nagsang-atak ti agkurang ti init ko.","[(17, 71, 'DRUG'), (89, 108, 'ADE')]"
"Kalpasan ti panag-inom ti Balanced Salt Solution, kanayonak a agpaspas ti puso.","[(26, 48, 'DRUG'), (62, 78, 'ADE')]"
Ni nanang ket nakaramdam ti agkarkarigatak idi nag-inom ti Phenylpropanolamine Hydrochloride / Brompheniramine Maleate.,"[(59, 118, 'DRUG'), (28, 42, 'ADE')]"
Adu ti agsao nga nataltalged ti ngiwat no ag-inom ti Camellia sinensis (L.) Kuntze Leaves.,"[(53, 89, 'DRUG'), (17, 38, 'ADE')]"
In-experience ko ti agbutengak kalpasan ti Pantoprazole  (As  Sodium  Sesquihydrate).,"[(43, 84, 'DRUG'), (20, 30, 'ADE')]"
Nakaramdamak ti naliday ti ulok kalpasan ti panag-inom ko ti Escitalopram (as oxalate).,"[(61, 86, 'DRUG'), (16, 31, 'ADE')]"
Ni nanang ket nakaramdam ti adda pantal ko idi nag-inom ti Ivabradine Hydrochloride.,"[(59, 83, 'DRUG'), (28, 42, 'ADE')]"
Adu ti agsao nga agpaspas ti puso no ag-inom ti Dabigatran Etexilate.,"[(48, 68, 'DRUG'), (17, 33, 'ADE')]"
"Gapu ti Calcium + Minerals + Cholecalciferol (Vitamin D3), nakaramdamak ti agkurang ti init ko.","[(8, 57, 'DRUG'), (75, 94, 'ADE')]"
Nariknak ti agsakit dagiti ul-ulok idi pinainomak ti Lisinopril (As Dihydrate).,"[(53, 78, 'DRUG'), (12, 34, 'ADE')]"
"Kalpasan ti panag-inom ti Gemcitabine (As Hydrochloride), kanayonak a agkurang ti init ko.","[(26, 56, 'DRUG'), (70, 89, 'ADE')]"
Nariknak ti agpaspas ti puso idi pinainomak ti Buclizine Hydrochloride + Vitamin B Complex + Iron.,"[(47, 97, 'DRUG'), (12, 28, 'ADE')]"
