text,entities
"Ever since I took TRIMETAZIDINE HYDROCHLORIDE, I've had shortness of breath.","[(18, 45, 'DRUG'), (56, 75, 'ADE')]"
"After using ISOXSUPRINE HYDROCHLORIDE, I started to feel tremors.","[(12, 37, 'DRUG'), (57, 64, 'ADE')]"
"Ever since I took Hyperstop, I've had chills.","[(18, 27, 'DRUG'), (38, 44, 'ADE')]"
Patients often report palpitations after taking Ampicillin sodium + Sulbactam sodium.,"[(48, 84, 'DRUG'), (22, 34, 'ADE')]"
"After using Fusidic Acid + Betamethasone (as Valerate), I started to feel dizzy.","[(12, 54, 'DRUG'), (74, 79, 'ADE')]"
Patients often report insomnia after taking Montelukast (As Sodium).,"[(44, 67, 'DRUG'), (22, 30, 'ADE')]"
Patients often report fatigue after taking Balanced Multiple Maintenance Solution With 5% Dextrose.,"[(43, 98, 'DRUG'), (22, 29, 'ADE')]"
fever followed immediately after I took Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12) 200 Mg/200 Mg/1 Mg Capsule.,"[(40, 171, 'DRUG'), (0, 5, 'ADE')]"
She became headache post-administration of Voglibose.,"[(43, 52, 'DRUG'), (11, 19, 'ADE')]"
Patients often report anxiety after taking Menthol Camphor Eucalyptus.,"[(43, 69, 'DRUG'), (22, 29, 'ADE')]"
My mom felt fatigue after taking Amlodipine (As Besilate).,"[(33, 57, 'DRUG'), (12, 19, 'ADE')]"
"Ever since I took Hydroquinone, I've had dry mouth.","[(18, 30, 'DRUG'), (41, 50, 'ADE')]"
I noticed nausea symptoms after my dose of Enalapril Maleate +Hydrochlorothiazide.,"[(43, 81, 'DRUG'), (10, 16, 'ADE')]"
"After using Duloxetine (as hydrochloride), I started to feel muscle pain.","[(12, 41, 'DRUG'), (61, 72, 'ADE')]"
My mom felt shortness of breath after taking Esomeprazole Magnesium.,"[(45, 67, 'DRUG'), (12, 31, 'ADE')]"
I experienced blurred vision when I was prescribed Solifenacin succinate.,"[(51, 72, 'DRUG'), (14, 28, 'ADE')]"
She became dry mouth post-administration of Olmesartan medoxomil + Amlodipine (as besilate) + Hydrochlorothiazide.,"[(44, 113, 'DRUG'), (11, 20, 'ADE')]"
I experienced constipation when I was prescribed Retinol (as palmitate) (Vitamin A).,"[(49, 83, 'DRUG'), (14, 26, 'ADE')]"
"Ever since I took Simvastatin + Ezetimibe, I've had muscle pain.","[(18, 41, 'DRUG'), (52, 63, 'ADE')]"
I noticed anxiety symptoms after my dose of PARACETAMOL + PHENYLPROPANOLAMINE HYDROCHLORIDE.,"[(44, 91, 'DRUG'), (10, 17, 'ADE')]"
Patients often report insomnia after taking Iron.,"[(44, 48, 'DRUG'), (22, 30, 'ADE')]"
swelling followed immediately after I took Thiamine mononitrate + Pyridoxine Hydrochloride + Cyanocobalamin.,"[(43, 107, 'DRUG'), (0, 8, 'ADE')]"
She became dry mouth post-administration of Buclizine hydrochloride + Vitamin B-Complex + Iron.,"[(44, 94, 'DRUG'), (11, 20, 'ADE')]"
She became dizzy post-administration of Miconazole nitrate.,"[(40, 58, 'DRUG'), (11, 16, 'ADE')]"
I noticed blurred vision symptoms after my dose of Meropenem (as trihydrate).,"[(51, 76, 'DRUG'), (10, 24, 'ADE')]"
The doctor said blurred vision is a side effect of Iron (As Sucrose).,"[(51, 68, 'DRUG'), (16, 30, 'ADE')]"
Ketoanalogues+ Essential Amino Acids made me feel tremors for hours.,"[(0, 36, 'DRUG'), (50, 57, 'ADE')]"
Mineral Oil made me feel dry mouth for hours.,"[(0, 11, 'DRUG'), (25, 34, 'ADE')]"
"Ever since I took Iron (As Ferrous Sulfate Heptahydrate), I've had nausea.","[(18, 56, 'DRUG'), (67, 73, 'ADE')]"
headache followed immediately after I took Betamethasone (as dipropionate) + Gentamicin (as sulfate) + Clotrimazole.,"[(43, 115, 'DRUG'), (0, 8, 'ADE')]"
I noticed blurred vision symptoms after my dose of 500mg (equivalent to 200mg Ascorbic Acid and 300mg Sodium Ascorbate).,"[(51, 119, 'DRUG'), (10, 24, 'ADE')]"
Lincomycin (As Hydrochloride) made me feel headache for hours.,"[(0, 29, 'DRUG'), (43, 51, 'ADE')]"
I experienced muscle pain when I was prescribed Diclofenac (As Diethylamine).,"[(48, 76, 'DRUG'), (14, 25, 'ADE')]"
Patients often report constipation after taking Fenofibric Acid.,"[(48, 63, 'DRUG'), (22, 34, 'ADE')]"
My mom felt dizzy after taking Hydroxyurea.,"[(31, 42, 'DRUG'), (12, 17, 'ADE')]"
She became dry mouth post-administration of Neostigmine (as methylsulfate).,"[(44, 74, 'DRUG'), (11, 20, 'ADE')]"
I experienced shortness of breath when I was prescribed Fluphenazine Decanoate.,"[(56, 78, 'DRUG'), (14, 33, 'ADE')]"
I experienced fatigue when I was prescribed Candesartan Cilexetil.,"[(44, 65, 'DRUG'), (14, 21, 'ADE')]"
The doctor said rash is a side effect of Ferrous Sulfate 500 mg (equivalent to 161 mg elemental iron) + Zinc Sulfate Monohydrate 41.17 mg (equivalent to 15 mg Zinc) + Folic Acid 1 mg.,"[(41, 182, 'DRUG'), (16, 20, 'ADE')]"
"Ever since I took Amikacin (as Sulfate), I've had swelling.","[(18, 39, 'DRUG'), (50, 58, 'ADE')]"
I noticed tremors symptoms after my dose of Irbesartan/Hydrochlorothiazide.,"[(44, 74, 'DRUG'), (10, 17, 'ADE')]"
"I experienced chills when I was prescribed Diphtheria, Tetanus, Pertussis, Hepatitis B Recombinant and Haemophilus influenza B Tyoe (Hib) Vaccine.","[(43, 145, 'DRUG'), (14, 20, 'ADE')]"
diarrhea followed immediately after I took Candesartan cilexetil + Hydrochlorothiazide.,"[(43, 86, 'DRUG'), (0, 8, 'ADE')]"
"My mom felt tremors after taking Human Papillomavrius Vaccine [Types 6, 11, 16, 18] (Recombinant, Adsorbed).","[(33, 107, 'DRUG'), (12, 19, 'ADE')]"
"She became rash post-administration of Betamethasone (as dipropionate) + Gentamicin 
(as sulfate) + Clotrimazole.","[(39, 113, 'DRUG'), (11, 15, 'ADE')]"
"Ever since I took Pantoprazole (as sodium sesquihydrate) +
Domperidone, I've had dizzy.","[(18, 71, 'DRUG'), (82, 87, 'ADE')]"
She became palpitations post-administration of Ascorbic Acid (as Sodium Ascorbate).,"[(47, 82, 'DRUG'), (11, 23, 'ADE')]"
She became vomiting post-administration of Zinc (As Sulfate Monohydrate).,"[(43, 72, 'DRUG'), (11, 19, 'ADE')]"
"Ever since I took Nebivolol (as Hydrochloride), I've had constipation.","[(18, 46, 'DRUG'), (57, 69, 'ADE')]"
The doctor said rash is a side effect of Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12).,"[(41, 145, 'DRUG'), (16, 20, 'ADE')]"
My mom felt dry mouth after taking Telmisartan + Amlodipine(as besilate).,"[(35, 72, 'DRUG'), (12, 21, 'ADE')]"
"My mom felt nausea after taking Menthol + Glycyrrhiza glabra (Liquorice) Root + 
Zingiber officinale (Ginger) Rhizome + Phyllantus 
emblica (Indian Gooseberry) Fruit.","[(32, 167, 'DRUG'), (12, 18, 'ADE')]"
blurred vision followed immediately after I took 0.9% Sodium chloride.,"[(49, 69, 'DRUG'), (0, 14, 'ADE')]"
TIMOLOL MALEATE made me feel vomiting for hours.,"[(0, 15, 'DRUG'), (29, 37, 'ADE')]"
Patients often report insomnia after taking Vitamin B Complex + Inositol + Choline Bitartrate.,"[(44, 93, 'DRUG'), (22, 30, 'ADE')]"
The doctor said nausea is a side effect of Ferrous Fumarate + Riboflavin (Vitamin B2) + Cyanocobalamin (Vitamin B12) + Folic Acid.,"[(43, 129, 'DRUG'), (16, 22, 'ADE')]"
I experienced shortness of breath when I was prescribed Ampicillin (as sodium) + Sulbactam (as sodium).,"[(56, 102, 'DRUG'), (14, 33, 'ADE')]"
Arnica montana + Calendula officinalis + Hamamelis virginiana + Echinacea angustifolia + Echinacea purpurea + Matricaria recutita + Symphytum officinale + Bellis perenis + Hypericum perforatum + Achillea millefrolium + Aconitum napellus + Atropa belladonna + Mercurius solubilis hahnemanni + Heaper sulfuros made me feel tremors for hours.,"[(0, 307, 'DRUG'), (321, 328, 'ADE')]"
She became nausea post-administration of Menthol Crystals + Methyl Salicylate + Eucalyptus Oil.,"[(41, 94, 'DRUG'), (11, 17, 'ADE')]"
insomnia followed immediately after I took Rivaroxaban.,"[(43, 54, 'DRUG'), (0, 8, 'ADE')]"
"My mom felt vomiting after taking Montelukast 
(as 
dihydrochloride as sodium).","[(34, 78, 'DRUG'), (12, 20, 'ADE')]"
Cetrorelix (as acetate) made me feel swelling for hours.,"[(0, 23, 'DRUG'), (37, 45, 'ADE')]"
The doctor said nausea is a side effect of Clopidogrel (As Bisulfate) + Rosuvastatin (as Calcium).,"[(43, 97, 'DRUG'), (16, 22, 'ADE')]"
I noticed fever symptoms after my dose of Vitex Negundo (Lagundi Leaf).,"[(42, 70, 'DRUG'), (10, 15, 'ADE')]"
"Ever since I took PYRAZINAMIDE, I've had dizzy.","[(18, 30, 'DRUG'), (41, 46, 'ADE')]"
I experienced rash when I was prescribed Dorzolamide (as Hydrochloride) + Timolol (as Maleate).,"[(41, 94, 'DRUG'), (14, 18, 'ADE')]"
dry mouth followed immediately after I took Tafluprost.,"[(44, 54, 'DRUG'), (0, 9, 'ADE')]"
I experienced blurred vision when I was prescribed Folic Acid; Thiamine Mononitrate (Vit. B1); Pyridoxine Hydrochloride (Vit. B6); Cyanocobalamin (Vit. B12).,"[(51, 156, 'DRUG'), (14, 28, 'ADE')]"
I experienced muscle pain when I was prescribed Terbinafine hydrochloride + Mometasone furoate.,"[(48, 94, 'DRUG'), (14, 25, 'ADE')]"
"She became swelling post-administration of Pioglitazone (as hydrochloride) + Metformin (as 
hydrochloride).","[(43, 107, 'DRUG'), (11, 19, 'ADE')]"
Clopido-M made me feel swelling for hours.,"[(0, 9, 'DRUG'), (23, 31, 'ADE')]"
insomnia followed immediately after I took Sigmatram.,"[(43, 52, 'DRUG'), (0, 8, 'ADE')]"
My mom felt muscle pain after taking Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12.,"[(37, 140, 'DRUG'), (12, 23, 'ADE')]"
She became diarrhea post-administration of Multivitamins + Herbs + Choline bitartrate + Alpha-lipoic acid + CoEnzyme Q10 + Lycopene.,"[(43, 131, 'DRUG'), (11, 19, 'ADE')]"
"palpitations followed immediately after I took Carica papaya (Papain) + Anethum graveolens L. (Dill 
oil fruit) + Pimpinella anisum L. (Anise oil fruit) + 
Carum carvi L. (Caraway oil fruit) + Alpha amylase.","[(47, 208, 'DRUG'), (0, 12, 'ADE')]"
My mom felt insomnia after taking Paracetamol + Phenylephrine Hydrochloride + Dextromethorphan Hydrobromide.,"[(34, 107, 'DRUG'), (12, 20, 'ADE')]"
"After using Cinacalcet (as hydrochloride), I started to feel chills.","[(12, 41, 'DRUG'), (61, 67, 'ADE')]"
Patients often report muscle pain after taking Inosine Acedoben Dimepranol.,"[(47, 74, 'DRUG'), (22, 33, 'ADE')]"
She became rash post-administration of Calcium (as Carbonate) + Cholecalciferol + Cyanocobalamin.,"[(39, 96, 'DRUG'), (11, 15, 'ADE')]"
I noticed diarrhea symptoms after my dose of Metformin  Hydrochloride.,"[(45, 69, 'DRUG'), (10, 18, 'ADE')]"
My mom felt constipation after taking Paracetamol + Guaifenesin + Phenylpropanolamine HCl + Dextromethorphan HBr + Chlorphenamine maleate.,"[(38, 137, 'DRUG'), (12, 24, 'ADE')]"
My mom felt rash after taking Bisoprolol fumarate.,"[(30, 49, 'DRUG'), (12, 16, 'ADE')]"
"After using Trimetazdine Hydrochloride, I started to feel insomnia.","[(12, 38, 'DRUG'), (58, 66, 'ADE')]"
My mom felt dizzy after taking Safinamide (as mesilate).,"[(31, 55, 'DRUG'), (12, 17, 'ADE')]"
shortness of breath followed immediately after I took Doxofylline.,"[(54, 65, 'DRUG'), (0, 19, 'ADE')]"
The doctor said insomnia is a side effect of Risdiplam.,"[(45, 54, 'DRUG'), (16, 24, 'ADE')]"
I noticed diarrhea symptoms after my dose of Ferrous Sulfate(equivalent to 65mg elemental iron) / Thiamine Hydrochloride (Vitamin B1)/ Riboflavin Phosphate (Vitamin B2) / Pyridoxine Hydrochloride (Vitamin B6)/ Hydroxocobalamine (Vitamin B12) /Ascorbic Acid (Vitamin C) / Folic Acid / Nicotinamide.,"[(45, 296, 'DRUG'), (10, 18, 'ADE')]"
"Ever since I took Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12), I've had fever.","[(18, 123, 'DRUG'), (134, 139, 'ADE')]"
"Ever since I took Ketamine (As Hydrochloride), I've had muscle pain.","[(18, 45, 'DRUG'), (56, 67, 'ADE')]"
Patients often report swelling after taking Clotrimazole + Gentamicin (as Sulfate) + Betamethasone (as Diproprionate).,"[(44, 117, 'DRUG'), (22, 30, 'ADE')]"
dry mouth followed immediately after I took Iron Sucrose (Iron Iii Hydroxide Sucrose Complex).,"[(44, 93, 'DRUG'), (0, 9, 'ADE')]"
vomiting followed immediately after I took Omeprazole                    (As Sodium).,"[(43, 84, 'DRUG'), (0, 8, 'ADE')]"
vomiting followed immediately after I took Chlorpheniramine Maleate + Paracetamol + Phenylephrine.,"[(43, 97, 'DRUG'), (0, 8, 'ADE')]"
The doctor said rash is a side effect of AMOROLFINE (as hydrochloride).,"[(41, 70, 'DRUG'), (16, 20, 'ADE')]"
The doctor said chills is a side effect of Isosorbide dinitrate.,"[(43, 63, 'DRUG'), (16, 22, 'ADE')]"
The doctor said chills is a side effect of Ketoconazole + Clobetasol Propionate + Neomycin Sulfate.,"[(43, 98, 'DRUG'), (16, 22, 'ADE')]"
"Ever since I took Norethisterone + Ethinylestradiol, I've had palpitations.","[(18, 51, 'DRUG'), (62, 74, 'ADE')]"
I noticed swelling symptoms after my dose of Montelukast (as sodium) + Levocetirizine hydrochloride.,"[(45, 99, 'DRUG'), (10, 18, 'ADE')]"
The doctor said swelling is a side effect of Cefalexin (As Monhydrate).,"[(45, 70, 'DRUG'), (16, 24, 'ADE')]"
She became diarrhea post-administration of Imatinib (as mesilate).,"[(43, 65, 'DRUG'), (11, 19, 'ADE')]"
"Ever since I took Multivitamins + Buclizine Hydrochloride, I've had vomiting.","[(18, 57, 'DRUG'), (68, 76, 'ADE')]"
I experienced vomiting when I was prescribed soniazid + Pyridoxine Hydrochloride.,"[(45, 80, 'DRUG'), (14, 22, 'ADE')]"
"Ever since I took Dicycloverine hydrochloride, I've had fever.","[(18, 45, 'DRUG'), (56, 61, 'ADE')]"
nausea followed immediately after I took Recombinant Human Thrombopoietin.,"[(41, 73, 'DRUG'), (0, 6, 'ADE')]"
I noticed dizzy symptoms after my dose of Paracetamol + Phenylephrine hydrochloride + Chlorphenamine maleate.,"[(42, 108, 'DRUG'), (10, 15, 'ADE')]"
She became swelling post-administration of Esomeprazole Magnesium.,"[(43, 65, 'DRUG'), (11, 19, 'ADE')]"
My mom felt headache after taking Prednisolone Phosphate (As Sodium).,"[(34, 68, 'DRUG'), (12, 20, 'ADE')]"
I experienced shortness of breath when I was prescribed Salbutamol (As Sulfate) + Ipratropium Bromide.,"[(56, 101, 'DRUG'), (14, 33, 'ADE')]"
Patients often report palpitations after taking Cisatracurium (As Besilate).,"[(48, 75, 'DRUG'), (22, 34, 'ADE')]"
"After using Lidocaine hydrochloride, I started to feel nausea.","[(12, 35, 'DRUG'), (55, 61, 'ADE')]"
I experienced swelling when I was prescribed Chloramphenicol (As Palmimate).,"[(45, 75, 'DRUG'), (14, 22, 'ADE')]"
"Ever since I took Multivitamins (see formulation reverse side), I've had rash.","[(18, 62, 'DRUG'), (73, 77, 'ADE')]"
"After using Gentamicin sulfate + Betamethasone (as dipropionate), I started to feel dizzy.","[(12, 64, 'DRUG'), (84, 89, 'ADE')]"
The doctor said headache is a side effect of Thiamine Mononitrate (Vitamin B1) + Pyridoxine HCl (Vitamin B6) + Cyanocobalamin (Vitamin B12).,"[(45, 139, 'DRUG'), (16, 24, 'ADE')]"
I experienced fever when I was prescribed Hydralazine Hydrochloride.,"[(42, 67, 'DRUG'), (14, 19, 'ADE')]"
I noticed anxiety symptoms after my dose of Esomeprazole (as magnesium trihydrate).,"[(44, 82, 'DRUG'), (10, 17, 'ADE')]"
Quinapril Hydrochloride made me feel insomnia for hours.,"[(0, 23, 'DRUG'), (37, 45, 'ADE')]"
"Ever since I took Sodium Ascorbate + Zinc Sulfate Monohydrate, I've had chills.","[(18, 61, 'DRUG'), (72, 78, 'ADE')]"
Naproxen Sodium made me feel rash for hours.,"[(0, 15, 'DRUG'), (29, 33, 'ADE')]"
The doctor said dry mouth is a side effect of Balanced Multiple Maintenance Solution With 5% Dextrose (For Pedia).,"[(46, 113, 'DRUG'), (16, 25, 'ADE')]"
The doctor said dry mouth is a side effect of Perampanel.,"[(46, 56, 'DRUG'), (16, 25, 'ADE')]"
Patients often report chills after taking Omeprazole                     (As Sodium).,"[(42, 84, 'DRUG'), (22, 28, 'ADE')]"
"After using Nasagen, I started to feel palpitations.","[(12, 19, 'DRUG'), (39, 51, 'ADE')]"
I noticed blurred vision symptoms after my dose of Silybin+Phospholipids+Multivitamins+Zinc.,"[(51, 91, 'DRUG'), (10, 24, 'ADE')]"
"Ever since I took Tramadol hydrochloride + Paracetamol, I've had blurred vision.","[(18, 54, 'DRUG'), (65, 79, 'ADE')]"
She became vomiting post-administration of Diphenhydramine hydrochloride.,"[(43, 72, 'DRUG'), (11, 19, 'ADE')]"
My mom felt dry mouth after taking Camphol + Menthol + Eucalyptus Oil.,"[(35, 69, 'DRUG'), (12, 21, 'ADE')]"
"Ever since I took Thiamine Mononitrate (Vit.B1) +Pyridoxine (Vit.B6 + Cyanocobalamine (Vit. B12), I've had nausea.","[(18, 96, 'DRUG'), (107, 113, 'ADE')]"
My mom felt palpitations after taking Biphasic Isophane Human Insulin 30/70 (recombinant DNA).,"[(38, 93, 'DRUG'), (12, 24, 'ADE')]"
Patients often report tremors after taking Salbugen Plus.,"[(43, 56, 'DRUG'), (22, 29, 'ADE')]"
"After using DIPHENHYDRAMINE HYDROCHLORIDE, I started to feel headache.","[(12, 41, 'DRUG'), (61, 69, 'ADE')]"
My mom felt vomiting after taking Camphor + Eucalyptus Oil + Menthol.,"[(34, 68, 'DRUG'), (12, 20, 'ADE')]"
Vitamins B1 + B2 + B12 (see reverse for formulation) made me feel dry mouth for hours.,"[(0, 52, 'DRUG'), (66, 75, 'ADE')]"
"My mom felt insomnia after taking Cetirizine Dihydrochloride 
Hydrochloride.","[(34, 76, 'DRUG'), (12, 20, 'ADE')]"
"She became muscle pain post-administration of Iron + Calcium + Zinc + Folic Acid (Vitamin B9) + 
Cyanocobalamin (Vitamin B12).","[(46, 126, 'DRUG'), (11, 22, 'ADE')]"
My mom felt dry mouth after taking Thiamine HCl (Vitamin B1) + Pyridoxine HCl (Vitamin B6) + Cyanocobalamin (Vitamin B12).,"[(35, 121, 'DRUG'), (12, 21, 'ADE')]"
"Ever since I took Methyl Salicylate + Zingiber officinale (Ginger) 
Root + Menthol + Camphor + Eucalyptus, I've had shortness of breath.","[(18, 106, 'DRUG'), (117, 136, 'ADE')]"
I noticed nausea symptoms after my dose of Tolvaptan.,"[(43, 52, 'DRUG'), (10, 16, 'ADE')]"
She became dizzy post-administration of Citrupro SR.,"[(40, 51, 'DRUG'), (11, 16, 'ADE')]"
"After using Fingolimod (as hydrochloride), I started to feel shortness of breath.","[(12, 41, 'DRUG'), (61, 80, 'ADE')]"
nausea followed immediately after I took Zinc (as Sulphate monohydrate).,"[(41, 71, 'DRUG'), (0, 6, 'ADE')]"
She became swelling post-administration of Iron + Folic Acid.,"[(43, 60, 'DRUG'), (11, 19, 'ADE')]"
She became constipation post-administration of Glucose + Amino Acids + Electrolytes + Lipid.,"[(47, 91, 'DRUG'), (11, 23, 'ADE')]"
My mom felt blurred vision after taking Ciprofloxacin (As Hydrochloride) + Fluocinolone Acetonide.,"[(40, 97, 'DRUG'), (12, 26, 'ADE')]"
Bromhexine hydrochloride. made me feel fever for hours.,"[(0, 25, 'DRUG'), (39, 44, 'ADE')]"
Oxymetazoline Hydrochloride made me feel muscle pain for hours.,"[(0, 27, 'DRUG'), (41, 52, 'ADE')]"
lmatinib (as mesilate) made me feel blurred vision for hours.,"[(0, 22, 'DRUG'), (36, 50, 'ADE')]"
"Ever since I took Menthol + Peppermint Oil, I've had palpitations.","[(18, 42, 'DRUG'), (53, 65, 'ADE')]"
"After using Enalapril Maleate + Hydrochlorothiazide, I started to feel fever.","[(12, 51, 'DRUG'), (71, 76, 'ADE')]"
nausea followed immediately after I took D-Alpha Tocopherol + Lecithin.,"[(41, 70, 'DRUG'), (0, 6, 'ADE')]"
The doctor said tremors is a side effect of Tioconazole + Tinidazole.,"[(44, 68, 'DRUG'), (16, 23, 'ADE')]"
Salmeterol (as Xinafoate) + Fluticasone propionate made me feel vomiting for hours.,"[(0, 50, 'DRUG'), (64, 72, 'ADE')]"
Arginine Hydrochloride made me feel palpitations for hours.,"[(0, 22, 'DRUG'), (36, 48, 'ADE')]"
I experienced nausea when I was prescribed PROPOFOL.,"[(43, 51, 'DRUG'), (14, 20, 'ADE')]"
"Ever since I took Medical Grade Oxygen, I've had fatigue.","[(18, 38, 'DRUG'), (49, 56, 'ADE')]"
She became nausea post-administration of Losartn Potassium + Hydrochlorothiazide.,"[(41, 80, 'DRUG'), (11, 17, 'ADE')]"
palpitations followed immediately after I took Clindamycin Phosphate + Tretinoin.,"[(47, 80, 'DRUG'), (0, 12, 'ADE')]"
The doctor said dizzy is a side effect of Buclizine Hydrohloride + Vitamin B-Complex + Iron.,"[(42, 91, 'DRUG'), (16, 21, 'ADE')]"
She became muscle pain post-administration of Rifampicin + Isoniazid (Rimactazid) and Ethambutol.,"[(46, 96, 'DRUG'), (11, 22, 'ADE')]"
"After using Efavirenz + Emtricitabine + Tenofovir disoproxil (as 
fumarate), I started to feel fatigue.","[(12, 75, 'DRUG'), (95, 102, 'ADE')]"
My mom felt nausea after taking Eucalyptus Oil.,"[(32, 46, 'DRUG'), (12, 18, 'ADE')]"
"Ever since I took Tenofovir disoproxil fumarate + Lamivudine
Efavirenz, I've had tremors.","[(18, 71, 'DRUG'), (82, 89, 'ADE')]"
I noticed muscle pain symptoms after my dose of ISOFLURANE.,"[(48, 58, 'DRUG'), (10, 21, 'ADE')]"
The doctor said palpitations is a side effect of d-Alpha Tocopherol (Vitamin E).,"[(49, 79, 'DRUG'), (16, 28, 'ADE')]"
"After using Erythromycin (As Stearate), I started to feel vomiting.","[(12, 38, 'DRUG'), (58, 66, 'ADE')]"
Patients often report rash after taking Iron (as Ferrous Sulfate).,"[(40, 65, 'DRUG'), (22, 26, 'ADE')]"
constipation followed immediately after I took Phenylephrine HC1 + Chlorphenamine Maleate + Paracetamol.,"[(47, 103, 'DRUG'), (0, 12, 'ADE')]"
My mom felt dizzy after taking Travoprost + Timolol (as maleate).,"[(31, 64, 'DRUG'), (12, 17, 'ADE')]"
Patients often report diarrhea after taking Oxytetracycline (Vet.).,"[(44, 66, 'DRUG'), (22, 30, 'ADE')]"
My mom felt diarrhea after taking Telmisartan+ Amlodipine (as Besilate).,"[(34, 71, 'DRUG'), (12, 20, 'ADE')]"
"Ever since I took Omeprazole(As Sodium), I've had blurred vision.","[(18, 39, 'DRUG'), (50, 64, 'ADE')]"
Patients often report rash after taking Ascorbic acid + Cholecalciferol (Vitamin D3) + Zinc.,"[(40, 91, 'DRUG'), (22, 26, 'ADE')]"
"Ever since I took Losartan + Hydrochlorothiazide, I've had vomiting.","[(18, 48, 'DRUG'), (59, 67, 'ADE')]"
Patients often report swelling after taking Streptomycin (As Sulfate).,"[(44, 69, 'DRUG'), (22, 30, 'ADE')]"
Oxycodone Hydrochloride made me feel headache for hours.,"[(0, 23, 'DRUG'), (37, 45, 'ADE')]"
The doctor said tremors is a side effect of Azithromycin (as Dihydrate).,"[(44, 71, 'DRUG'), (16, 23, 'ADE')]"
Cefazolin (as sodium ) made me feel dry mouth for hours.,"[(0, 22, 'DRUG'), (36, 45, 'ADE')]"
"After using Panitumumab, I started to feel tremors.","[(12, 23, 'DRUG'), (43, 50, 'ADE')]"
"Ever since I took Biphasic Isophane Human Insulin 50/50 (Recombinant DNA), I've had dry mouth.","[(18, 73, 'DRUG'), (84, 93, 'ADE')]"
The doctor said fatigue is a side effect of Cefuruxime (as axetil).,"[(44, 66, 'DRUG'), (16, 23, 'ADE')]"
I experienced diarrhea when I was prescribed Ciprofloxacin (As Lactate).,"[(45, 71, 'DRUG'), (14, 22, 'ADE')]"
The doctor said chills is a side effect of Fenofibrate + Simvastatin.,"[(43, 68, 'DRUG'), (16, 22, 'ADE')]"
"Ever since I took Dapsone, I've had constipation.","[(18, 25, 'DRUG'), (36, 48, 'ADE')]"
My mom felt vomiting after taking Paracetamol + Tramadol HCl.,"[(34, 60, 'DRUG'), (12, 20, 'ADE')]"
I experienced chills when I was prescribed Levothyroxine (As Sodium).,"[(43, 68, 'DRUG'), (14, 20, 'ADE')]"
My mom felt headache after taking Ponatinib (as Hydrocloride).,"[(34, 61, 'DRUG'), (12, 20, 'ADE')]"
dizzy followed immediately after I took Pantoprazole (as Sodium Sesquihydrate).,"[(40, 78, 'DRUG'), (0, 5, 'ADE')]"
"I noticed tremors symptoms after my dose of Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12).","[(44, 149, 'DRUG'), (10, 17, 'ADE')]"
palpitations followed immediately after I took Dlbs2411 Cinnamomum Burmannii (Nees &amp; T. Nees) Blume (Indonesian Cinnamon Bark).,"[(47, 130, 'DRUG'), (0, 12, 'ADE')]"
She became tremors post-administration of Ambroxol Hydrochlorie.,"[(42, 63, 'DRUG'), (11, 18, 'ADE')]"
"Ever since I took Pantoprazole Sodium Sesquihydrate, I've had diarrhea.","[(18, 51, 'DRUG'), (62, 70, 'ADE')]"
The doctor said rash is a side effect of Peritoneal Dialysis With 1.5% Dextrose.,"[(41, 79, 'DRUG'), (16, 20, 'ADE')]"
She became palpitations post-administration of Multivitamins + Buclizine Hydrochloride + Iron (Ferrous Sulfate).,"[(47, 111, 'DRUG'), (11, 23, 'ADE')]"
My mom felt diarrhea after taking Vitamins B1 + B6 + B12 (see reverse for formulation).,"[(34, 86, 'DRUG'), (12, 20, 'ADE')]"
"My mom felt swelling after taking Metoclopramide (As
Hydrochloride).","[(34, 68, 'DRUG'), (12, 20, 'ADE')]"
Oral Rehydration Salts (ORS) made me feel nausea for hours.,"[(0, 28, 'DRUG'), (42, 48, 'ADE')]"
"After using Metformin Hydrochloride + Pioglitazone (as 
hydrochloride) + Glimepiride, I started to feel dizzy.","[(12, 84, 'DRUG'), (104, 109, 'ADE')]"
My mom felt diarrhea after taking Cassia angustifolia Vahl (Senna Leaves).,"[(34, 73, 'DRUG'), (12, 20, 'ADE')]"
The doctor said headache is a side effect of Cholecalciferol D-3 (Vit.D).,"[(45, 72, 'DRUG'), (16, 24, 'ADE')]"
She became diarrhea post-administration of Dextrose in Water (5%).,"[(43, 65, 'DRUG'), (11, 19, 'ADE')]"
The doctor said anxiety is a side effect of Ondansetron (as hydrochloride dehydrate).,"[(44, 84, 'DRUG'), (16, 23, 'ADE')]"
"Patients often report blurred vision after taking Paracetamol + Phenylephrine Hydrochloride 
Chlorphenamine Maleate + Caffeine Anhydrous.","[(50, 136, 'DRUG'), (22, 36, 'ADE')]"
