text,entities
"Si nanay may madinayaw an kita katapos inom na nu Diphtheria, Tetanus and Acellular Pertussis Vaccine, Adsorbed'.","[(50, 112, 'DRUG'), (13, 30, 'ADE')]"
Na-experiensya ko an manget an kalamnan pagkatapos nu Dextromethorphan (as Hydrobromide).,"[(54, 88, 'DRUG'), (21, 39, 'ADE')]"
An may katikati ay epekto nu Ofloxacin + Prednisolone Sodium Phosphate.,"[(29, 70, 'DRUG'), (3, 15, 'ADE')]"
An may katikati ay epekto nu dl-a-Tocopherol Acetate (Vet.).,"[(29, 59, 'DRUG'), (3, 15, 'ADE')]"
"Sabi da, manuka nu epekto nu PARACETAMOL + CAFFEINE + PHENYLEPHRINE HYDROCHLORIDE + CHLORPHENIRAMINE MALEATE.","[(29, 108, 'DRUG'), (9, 15, 'ADE')]"
"Nu matapos ko inom an Dexamethasone + Neomycin (as sulfate) + Polymyxin B Sulfate, napa-nangangatal ako.","[(22, 81, 'DRUG'), (88, 99, 'ADE')]"
Naramdaman ko an nangayakay matapos gamitin an Vildagliptin + Metformin HC1.,"[(47, 75, 'DRUG'), (17, 27, 'ADE')]"
"Sabi da, manlalabas nu epekto nu SILVER SULFADIAZINE.","[(33, 52, 'DRUG'), (9, 19, 'ADE')]"
"Dahil nu Pantoprazole (As Sodium), nagkapwa ako nu natuyu an ngiwat.","[(9, 33, 'DRUG'), (51, 67, 'ADE')]"
"Pagkatapos ko gamiten an Chlorpromazine Hydrochloride, nag-aramak nu madilim magdiges.","[(25, 53, 'DRUG'), (69, 85, 'ADE')]"
Manyahe nagrereklamo na nangayakay pag inom nu Hydrocortisone.,"[(47, 61, 'DRUG'), (24, 34, 'ADE')]"
"Pagkatapos ko gamiten an Calcium Colecalciferol (Vitamins D3) + Minerals (Vitamins D3) + Minerals, nag-aramak nu manuka.","[(25, 97, 'DRUG'), (113, 119, 'ADE')]"
"Nu matapos ko inom an Lidocaine Hydrochloride +
Epinephrine (As Bitartrate),, napa-manget an kalamnan ako.","[(22, 76, 'DRUG'), (83, 101, 'ADE')]"
Naramdaman ko an nanamayan matapos gamitin an Methylergometrine maleate.,"[(46, 71, 'DRUG'), (17, 26, 'ADE')]"
Manyahe nagrereklamo na madinayaw an kita pag inom nu Cefuroxime (as sodium) with Sterile Water for Injection.,"[(54, 109, 'DRUG'), (24, 41, 'ADE')]"
Namayan ako nu may sukar pagkatapos inom ko nu Carboxymethylcellulose (As Sodium).,"[(47, 81, 'DRUG'), (15, 24, 'ADE')]"
"Pagkatapos ko gamiten an Cefuroxine (as axetil), nag-aramak nu madinayaw an tibok.","[(25, 47, 'DRUG'), (63, 81, 'ADE')]"
Na-experiensya ko an natuyu an ngiwat pagkatapos nu NYSTATIN.,"[(52, 60, 'DRUG'), (21, 37, 'ADE')]"
Naramdaman ko an nagnginingisi matapos gamitin an Milrinone.,"[(50, 59, 'DRUG'), (17, 30, 'ADE')]"
"Dahil nu Amlodipine (As Besilate) + Atorvastatin (As Calcium), nagkapwa ako nu manuka.","[(9, 61, 'DRUG'), (79, 85, 'ADE')]"
"Sabi da, nanamayan nu epekto nu Phenylephrine Hydrochloride + Chlorphenamine 
Maleate.","[(32, 86, 'DRUG'), (9, 18, 'ADE')]"
An madinayaw an kita ay epekto nu Ceftriaxone (as sodium) + Sulbactam (as sodium).,"[(34, 81, 'DRUG'), (3, 20, 'ADE')]"
An napapanes ay epekto nu Dabigatran etexilate (as mesylate).,"[(26, 60, 'DRUG'), (3, 12, 'ADE')]"
Na-experiensya ko an nagnginingisi pagkatapos nu Zipromin.,"[(49, 57, 'DRUG'), (21, 34, 'ADE')]"
An madinayaw an tibok ay epekto nu Diclofenac (As Diethyla Mine).,"[(35, 64, 'DRUG'), (3, 21, 'ADE')]"
Si nanay may manget ang ulu katapos inom na nu Sitagliptin (as Phosphate Monohydrate) + Metformin Hydrochloride.,"[(47, 111, 'DRUG'), (13, 27, 'ADE')]"
An napapanes ay epekto nu Polyethylene Glycol 4000 (PEG).,"[(26, 56, 'DRUG'), (3, 12, 'ADE')]"
Na-experiensya ko an may sukar pagkatapos nu Mosapride citrate (as dihydrate).,"[(45, 77, 'DRUG'), (21, 30, 'ADE')]"
"Sabi da, nanamayan nu epekto nu Methyl Salicylate + Camphor.","[(32, 59, 'DRUG'), (9, 18, 'ADE')]"
"Sabi da, manlalabas nu epekto nu Atorvastatin (as calcium trihydrate).","[(33, 69, 'DRUG'), (9, 19, 'ADE')]"
Namayan ako nu may sukar pagkatapos inom ko nu Clopidogrel  (as bisulfate).,"[(47, 74, 'DRUG'), (15, 24, 'ADE')]"
An manlalabas ay epekto nu Amlodipine (as Besilate).,"[(27, 51, 'DRUG'), (3, 13, 'ADE')]"
Manyahe nagrereklamo na may sukar pag inom nu Dichlorobenzyl Alcohol + Amylmetacresol.,"[(46, 85, 'DRUG'), (24, 33, 'ADE')]"
Na-experiensya ko an madinayaw an kita pagkatapos nu Lactated Ringer'S (see reverse).,"[(53, 84, 'DRUG'), (21, 38, 'ADE')]"
Na-experiensya ko an natuyu an ngiwat pagkatapos nu Ketoconazole + Clobetasol Propionate.,"[(52, 88, 'DRUG'), (21, 37, 'ADE')]"
"Nu matapos ko inom an Sodium Ascorbate  113.63 Mg/Ml  (Equivalent To 100 Mg Ascorbic Acid), napa-natuyu an ngiwat ako.","[(22, 90, 'DRUG'), (97, 113, 'ADE')]"
Si nanay may may sepu katapos inom na nu Vildagliptin + Metformin HCl.,"[(41, 69, 'DRUG'), (13, 21, 'ADE')]"
Na-experiensya ko an manuka pagkatapos nu Linagliptin + Metformin Hydrochloride.,"[(42, 79, 'DRUG'), (21, 27, 'ADE')]"
Namayan ako nu madinayaw an tibok pagkatapos inom ko nu Multivitamins + Minerals + Ginseng.,"[(56, 90, 'DRUG'), (15, 33, 'ADE')]"
"Dahil nu Pantoprazole as Sodium), nagkapwa ako nu may sukar.","[(9, 32, 'DRUG'), (50, 59, 'ADE')]"
"Dahil nu Imidapril Hydrochloride, nagkapwa ako nu manget ang ulu.","[(9, 32, 'DRUG'), (50, 64, 'ADE')]"
"Nu matapos ko inom an Tolnaftate + Clioquinol + Gentamicin Sulfate + Betamethasone Valerate, napa-manuka ako.","[(22, 91, 'DRUG'), (98, 104, 'ADE')]"
"Naramdaman ko an may katikati matapos gamitin an Sodium Alginate + Sodium Bicarbonate + Calcium 
Carbonate.","[(49, 107, 'DRUG'), (17, 29, 'ADE')]"
"Dahil nu Escitalopram (AS Oxalate), nagkapwa ako nu madilim magdiges.","[(9, 34, 'DRUG'), (52, 68, 'ADE')]"
"Sabi da, madin maturog nu epekto nu Everolimus.","[(36, 46, 'DRUG'), (9, 22, 'ADE')]"
Si nanay may namamaga katapos inom na nu Sucralfate.,"[(41, 51, 'DRUG'), (13, 21, 'ADE')]"
Namayan ako nu may sukar pagkatapos inom ko nu Guaifenesin + Phenylpropanolamine HCl + Chlorphenamine Maleate + Ammonium Chloride + Sodium Citrate.,"[(47, 146, 'DRUG'), (15, 24, 'ADE')]"
"Pagkatapos ko gamiten an Multivitamins With Lysine, nag-aramak nu kulang an hangin.","[(25, 50, 'DRUG'), (66, 82, 'ADE')]"
Si nanay may nanamayan katapos inom na nu Cefuroxime Sodium.,"[(42, 59, 'DRUG'), (13, 22, 'ADE')]"
"Nu matapos ko inom an Clindamycin Hydrochloride, napa-nangayakay ako.","[(22, 47, 'DRUG'), (54, 64, 'ADE')]"
Na-experiensya ko an manget an kalamnan pagkatapos nu Iron Sucrose (as Ferric Hydroxide Sucrose Complex).,"[(54, 104, 'DRUG'), (21, 39, 'ADE')]"
"Dahil nu Fluticasone propionate + Salmeterol (as xinafoate), nagkapwa ako nu namamaga.","[(9, 59, 'DRUG'), (77, 85, 'ADE')]"
Namayan ako nu manget an kalamnan pagkatapos inom ko nu Hydroxypropylmethylcellulose.,"[(56, 84, 'DRUG'), (15, 33, 'ADE')]"
Si nanay may nangayakay katapos inom na nu Biphasic Isophane Human Insulin 30/70 (recombinant DNA).,"[(43, 98, 'DRUG'), (13, 23, 'ADE')]"
Na-experiensya ko an madilim magdiges pagkatapos nu Imipenem + Cilastatin (As Sodium).,"[(52, 85, 'DRUG'), (21, 37, 'ADE')]"
Si nanay may nagnginingisi katapos inom na nu Guaifenesin + Phenylpropanolamine HCl + Chlorphenamine Maleate + Ammonium Chloride + Sodium Citrate.,"[(46, 145, 'DRUG'), (13, 26, 'ADE')]"
"An manlalabas ay epekto nu Ketoanalogues + Essential Amino Acids 
(see reverse for complete formulation).","[(27, 104, 'DRUG'), (3, 13, 'ADE')]"
Namayan ako nu nangangatal pagkatapos inom ko nu Memantine hydrochloride.,"[(49, 72, 'DRUG'), (15, 26, 'ADE')]"
"Pagkatapos ko gamiten an Ravenar, nag-aramak nu nangayakay.","[(25, 32, 'DRUG'), (48, 58, 'ADE')]"
"Dahil nu Methylprednisolone (as sodium succinate), nagkapwa ako nu kulang an hangin.","[(9, 49, 'DRUG'), (67, 83, 'ADE')]"
Si nanay may madilim magdiges katapos inom na nu Esomeprazole (As Magnesium Trihydrate).,"[(49, 87, 'DRUG'), (13, 29, 'ADE')]"
Naramdaman ko an natuyu an ngiwat matapos gamitin an Cefpodoxime ( As Proxetil).,"[(53, 79, 'DRUG'), (17, 33, 'ADE')]"
An nanamayan ay epekto nu Mometasone Furoate (as monohydrate0.,"[(26, 61, 'DRUG'), (3, 12, 'ADE')]"
Na-experiensya ko an manget an kalamnan pagkatapos nu Losartan Potassium + Hydrocholorothiazide.,"[(54, 95, 'DRUG'), (21, 39, 'ADE')]"
Manyahe nagrereklamo na may sepu pag inom nu ultivitamins + Minerals.,"[(45, 68, 'DRUG'), (24, 32, 'ADE')]"
Manyahe nagrereklamo na manlalabas pag inom nu Carmona retusa (Vahl.) Masam (Tsaang gubat leaf).,"[(47, 95, 'DRUG'), (24, 34, 'ADE')]"
Na-experiensya ko an may sepu pagkatapos nu Multivitamins + Minerals + Amino Acids..,"[(44, 83, 'DRUG'), (21, 29, 'ADE')]"
An nangangatal ay epekto nu Cefazolin.,"[(28, 37, 'DRUG'), (3, 14, 'ADE')]"
"Sabi da, namamaga nu epekto nu Hypertonic Lactate Solution.","[(31, 58, 'DRUG'), (9, 17, 'ADE')]"
"Nu matapos ko inom an Cassia Angustifolia Vahl (Senna Leaves And Pods), napa-madinayaw an tibok ako.","[(22, 70, 'DRUG'), (77, 95, 'ADE')]"
An napapanes ay epekto nu Nirmatrelvir + Ritonavir.,"[(26, 50, 'DRUG'), (3, 12, 'ADE')]"
"Dahil nu Cetirizine, nagkapwa ako nu madin maturog.","[(9, 19, 'DRUG'), (37, 50, 'ADE')]"
"Sabi da, napapanes nu epekto nu Vitamin B1 + Vitamin B6 +Vitamin B12.","[(32, 68, 'DRUG'), (9, 18, 'ADE')]"
"Dahil nu Iopromide, nagkapwa ako nu manget an kalamnan.","[(9, 18, 'DRUG'), (36, 54, 'ADE')]"
"Manyahe nagrereklamo na madinayaw an kita pag inom nu Pneumococcal Polysaccharide Conjugate Vaccine, 15
Valent (Adsorbed).","[(54, 122, 'DRUG'), (24, 41, 'ADE')]"
"Dahil nu Rifampicin + Isoniazid, nagkapwa ako nu manlalabas.","[(9, 31, 'DRUG'), (49, 59, 'ADE')]"
Na-experiensya ko an nanamayan pagkatapos nu Safinamide (as mesilate).,"[(45, 69, 'DRUG'), (21, 30, 'ADE')]"
Na-experiensya ko an may sepu pagkatapos nu Cefazolin (as sodium ).,"[(44, 66, 'DRUG'), (21, 29, 'ADE')]"
Na-experiensya ko an may sepu pagkatapos nu Fluconazole.,"[(44, 55, 'DRUG'), (21, 29, 'ADE')]"
Manyahe nagrereklamo na manget ang ulu pag inom nu Cholecalciferol (Vitamin D3).,"[(51, 79, 'DRUG'), (24, 38, 'ADE')]"
"Sabi da, namamaga nu epekto nu Teicoplanin.","[(31, 42, 'DRUG'), (9, 17, 'ADE')]"
"Sabi da, manlalabas nu epekto nu Pertuzumab + Trastuzumab.","[(33, 57, 'DRUG'), (9, 19, 'ADE')]"
Naramdaman ko an may sepu matapos gamitin an Cefuroxime (as axetil0.,"[(45, 67, 'DRUG'), (17, 25, 'ADE')]"
Naramdaman ko an namamaga matapos gamitin an Clopidogrel (As bisuIfate).,"[(45, 71, 'DRUG'), (17, 25, 'ADE')]"
Namayan ako nu nangangatal pagkatapos inom ko nu Losartan (as Potassium).,"[(49, 72, 'DRUG'), (15, 26, 'ADE')]"
"Sabi da, may sukar nu epekto nu Ascorbic Acid + d-Alpha Tocopherol (Vitamin E) + Zinc.","[(32, 85, 'DRUG'), (9, 18, 'ADE')]"
Na-experiensya ko an may katikati pagkatapos nu Zoldac 0.5.,"[(48, 58, 'DRUG'), (21, 33, 'ADE')]"
Si nanay may nangangatal katapos inom na nu Bupivacaine Hydrochloride in 8% Dextrose.,"[(44, 84, 'DRUG'), (13, 24, 'ADE')]"
"Pagkatapos ko gamiten an Epoetin alfa (Recombinant Human Erythropoietin), nag-aramak nu manuka.","[(25, 72, 'DRUG'), (88, 94, 'ADE')]"
Si nanay may kulang an hangin katapos inom na nu Nicardipine Hydrochloride.,"[(49, 74, 'DRUG'), (13, 29, 'ADE')]"
Manyahe nagrereklamo na nanamayan pag inom nu Balanced Multiple Maintenance Solution With 5% Dextrose (For Adult).,"[(46, 113, 'DRUG'), (24, 33, 'ADE')]"
Si nanay may nangangatal katapos inom na nu Sitaglitpin (As Phosphate Monohydrate).,"[(44, 82, 'DRUG'), (13, 24, 'ADE')]"
Naramdaman ko an may katikati matapos gamitin an Zonisamide.,"[(49, 59, 'DRUG'), (17, 29, 'ADE')]"
Si nanay may nangangatal katapos inom na nu Olmesartan Medoxomil.,"[(44, 64, 'DRUG'), (13, 24, 'ADE')]"
"Sabi da, may sepu nu epekto nu Ketotifen (as fumarate.","[(31, 53, 'DRUG'), (9, 17, 'ADE')]"
Na-experiensya ko an natuyu an ngiwat pagkatapos nu Multivitamins Minerals.,"[(52, 74, 'DRUG'), (21, 37, 'ADE')]"
"Manyahe nagrereklamo na namamaga pag inom nu Dichlorobenzyl alcohol + Amylmetacresol + Lidocaine 
hydrochloride.","[(45, 112, 'DRUG'), (24, 32, 'ADE')]"
"Pagkatapos ko gamiten an Ascorbic Acid + Zinc + Cholecalciferol, nag-aramak nu may sukar.","[(25, 63, 'DRUG'), (79, 88, 'ADE')]"
"Dahil nu Multivitamins + Iron + Rhodiola rosea Root 
Paulinia cupana (Guarana) Seeds, nagkapwa ako nu manlalabas.","[(9, 85, 'DRUG'), (103, 113, 'ADE')]"
Naramdaman ko an madinayaw an kita matapos gamitin an Exemestane.,"[(54, 64, 'DRUG'), (17, 34, 'ADE')]"
"Sabi da, manget ang ulu nu epekto nu Multivitamins + Buclizine Hydrochloride + Iron (as Ferrous Sulfate).","[(37, 104, 'DRUG'), (9, 23, 'ADE')]"
Naramdaman ko an nagnginingisi matapos gamitin an Multivitamins + Minerals + Amino Acids + Deanol + Ginseng.,"[(50, 107, 'DRUG'), (17, 30, 'ADE')]"
An madin maturog ay epekto nu Phospathidyl Choline + Multivitamins.,"[(30, 66, 'DRUG'), (3, 16, 'ADE')]"
Na-experiensya ko an nangayakay pagkatapos nu dl-Alpha Tocopheryl Acetate (Vitamin E).,"[(46, 85, 'DRUG'), (21, 31, 'ADE')]"
Na-experiensya ko an manlalabas pagkatapos nu Menadione Sodium Bisulfite.,"[(46, 72, 'DRUG'), (21, 31, 'ADE')]"
Namayan ako nu madinayaw an tibok pagkatapos inom ko nu Azeemycin.,"[(56, 65, 'DRUG'), (15, 33, 'ADE')]"
Manyahe nagrereklamo na may katikati pag inom nu Salbutamol + Ipratropium.,"[(49, 73, 'DRUG'), (24, 36, 'ADE')]"
"Pagkatapos ko gamiten an Tretinoin    +                            Hydroquinone, nag-aramak nu manuka.","[(25, 79, 'DRUG'), (95, 101, 'ADE')]"
Si nanay may namamaga katapos inom na nu Nicotine Polacrilex.,"[(41, 60, 'DRUG'), (13, 21, 'ADE')]"
"Pagkatapos ko gamiten an Peritoneal Dialysis Solution with1.5% Dextrose, nag-aramak nu madinayaw an tibok.","[(25, 71, 'DRUG'), (87, 105, 'ADE')]"
"Pagkatapos ko gamiten an Sildenafil Citrate, nag-aramak nu manget an kalamnan.","[(25, 43, 'DRUG'), (59, 77, 'ADE')]"
Na-experiensya ko an nangangatal pagkatapos nu Docetaxel trihydrate.,"[(47, 67, 'DRUG'), (21, 32, 'ADE')]"
Si nanay may madinayaw an tibok katapos inom na nu Atracurium Besilate.,"[(51, 70, 'DRUG'), (13, 31, 'ADE')]"
An madinayaw an tibok ay epekto nu Chlorhexidine Gluconate + Isopropyl Alcohol.,"[(35, 78, 'DRUG'), (3, 21, 'ADE')]"
"Sabi da, madilim magdiges nu epekto nu Valganciclovir (as hydrochloride).","[(39, 72, 'DRUG'), (9, 25, 'ADE')]"
"Naramdaman ko an namamaga matapos gamitin an Diphtheria, Tetanus, Pertussis (Acellular Poliomyelitis (Inactivated) Vaccine and Haemophilus influenzae Type B Conjugate Vaccine (Adsorbed).","[(45, 185, 'DRUG'), (17, 25, 'ADE')]"
"Dahil nu CETIRIZINE (as Dihydrochloride ), nagkapwa ako nu manget ang ulu.","[(9, 41, 'DRUG'), (59, 73, 'ADE')]"
Na-experiensya ko an nanamayan pagkatapos nu Thiamine Mononitrate (Vit B1) + Pyridoxine HCl (Vit. B6) + Cyanocobalamin (Vit. B12).,"[(45, 129, 'DRUG'), (21, 30, 'ADE')]"
Namayan ako nu nanamayan pagkatapos inom ko nu BLEOMYCIN  (as Sulfate).,"[(47, 70, 'DRUG'), (15, 24, 'ADE')]"
Na-experiensya ko an napapanes pagkatapos nu Naftazone.,"[(45, 54, 'DRUG'), (21, 30, 'ADE')]"
Si nanay may may katikati katapos inom na nu Venlafaxine (As Hydrochloride).,"[(45, 75, 'DRUG'), (13, 25, 'ADE')]"
Na-experiensya ko an napapanes pagkatapos nu Atorvastatin (as calcium trihydrate).,"[(45, 81, 'DRUG'), (21, 30, 'ADE')]"
Manyahe nagrereklamo na manget an kalamnan pag inom nu Heparin Sodium.,"[(55, 69, 'DRUG'), (24, 42, 'ADE')]"
"Nu matapos ko inom an Reteplase (Recombinant Tissue Plasminogen Activator), napa-madinayaw an kita ako.","[(22, 74, 'DRUG'), (81, 98, 'ADE')]"
Naramdaman ko an manget an kalamnan matapos gamitin an Abiraterone Acetate.,"[(55, 74, 'DRUG'), (17, 35, 'ADE')]"
"Sabi da, madinayaw an kita nu epekto nu Paracetamol + Phenypropanolamine Hydrochloride + Chlorphenamine Maleate.","[(40, 111, 'DRUG'), (9, 26, 'ADE')]"
Manyahe nagrereklamo na manget an kalamnan pag inom nu Memantine Hydrochloride.,"[(55, 78, 'DRUG'), (24, 42, 'ADE')]"
An namamaga ay epekto nu SALICYLIC ACID.,"[(25, 39, 'DRUG'), (3, 11, 'ADE')]"
"Dahil nu Retinol Palmitate (Vitamin A), nagkapwa ako nu madilim magdiges.","[(9, 38, 'DRUG'), (56, 72, 'ADE')]"
"Dahil nu Dextromethorphan Hydrobromide + Guaifenesin + Phenylephrine Hydrochloride, nagkapwa ako nu manget an kalamnan.","[(9, 82, 'DRUG'), (100, 118, 'ADE')]"
"Pagkatapos ko gamiten an d-Alpha Tocopheryl Acid Succinate (Vitamin E)/ Korean Ginseng/ Bee Pollen/ Calcium Pantothenate/ Lecithin, nag-aramak nu manget ang ulu.","[(25, 130, 'DRUG'), (146, 160, 'ADE')]"
Manyahe nagrereklamo na madinayaw an tibok pag inom nu Piperacillin (as sodium) / Tazobactam (as sodium).,"[(55, 104, 'DRUG'), (24, 42, 'ADE')]"
Namayan ako nu madinayaw an kita pagkatapos inom ko nu Tenofovir disoproxil fumarate.,"[(55, 84, 'DRUG'), (15, 32, 'ADE')]"
An manlalabas ay epekto nu DILOXANIDE FUROATE.,"[(27, 45, 'DRUG'), (3, 13, 'ADE')]"
Na-experiensya ko an kulang an hangin pagkatapos nu Hepatitis B Vaccine ( rDNA).,"[(52, 79, 'DRUG'), (21, 37, 'ADE')]"
Na-experiensya ko an may sukar pagkatapos nu Cefepime hydrochloride.,"[(45, 67, 'DRUG'), (21, 30, 'ADE')]"
"Dahil nu Cyclosporine, nagkapwa ako nu napapanes.","[(9, 21, 'DRUG'), (39, 48, 'ADE')]"
"Sabi da, kulang an hangin nu epekto nu Ceftazidime (As Pentahydrate).","[(39, 68, 'DRUG'), (9, 25, 'ADE')]"
Namayan ako nu madinayaw an kita pagkatapos inom ko nu Salmeterol (As Xinafoate) + Fluticasone Propionate 25Mcg/250Mcg Metered Dose Inhaler.,"[(55, 139, 'DRUG'), (15, 32, 'ADE')]"
Na-experiensya ko an manget an kalamnan pagkatapos nu Glutathione.,"[(54, 65, 'DRUG'), (21, 39, 'ADE')]"
Na-experiensya ko an nangayakay pagkatapos nu Menothropin.,"[(46, 57, 'DRUG'), (21, 31, 'ADE')]"
"Pagkatapos ko gamiten an Bedaquiline (as Fumarate), nag-aramak nu natuyu an ngiwat.","[(25, 50, 'DRUG'), (66, 82, 'ADE')]"
An madinayaw an kita ay epekto nu Bemiparin sodium.,"[(34, 50, 'DRUG'), (3, 20, 'ADE')]"
"Pagkatapos ko gamiten an Paracetamol + Vitamin B1 + Vitamin B6 + Vitamin B12, nag-aramak nu nanamayan.","[(25, 76, 'DRUG'), (92, 101, 'ADE')]"
Na-experiensya ko an may sukar pagkatapos nu Meropenem.,"[(45, 54, 'DRUG'), (21, 30, 'ADE')]"
"Pagkatapos ko gamiten an Blumea Balsamifera L. (Sambong Leaf), nag-aramak nu may sukar.","[(25, 61, 'DRUG'), (77, 86, 'ADE')]"
"Sabi da, madilim magdiges nu epekto nu Imatinib (As Mesylate).","[(39, 61, 'DRUG'), (9, 25, 'ADE')]"
Na-experiensya ko an manlalabas pagkatapos nu Silybum marianum ( Silymarin Fruit ).,"[(46, 82, 'DRUG'), (21, 31, 'ADE')]"
Namayan ako nu may sepu pagkatapos inom ko nu Ammonium Chloride + Diphenhydramine HCI.,"[(46, 85, 'DRUG'), (15, 23, 'ADE')]"
"Dahil nu Vemurafenib, nagkapwa ako nu nangayakay.","[(9, 20, 'DRUG'), (38, 48, 'ADE')]"
"Nu matapos ko inom an AcicIovir, napa-may katikati ako.","[(22, 31, 'DRUG'), (38, 50, 'ADE')]"
Si nanay may nanamayan katapos inom na nu CETIRIZINE dihydrochloride.,"[(42, 68, 'DRUG'), (13, 22, 'ADE')]"
"Nu matapos ko inom an Dexmedetomide (as Hydrochloride), napa-may katikati ako.","[(22, 54, 'DRUG'), (61, 73, 'ADE')]"
"Sabi da, natuyu an ngiwat nu epekto nu Erlotinib (as Hydrochloride).","[(39, 67, 'DRUG'), (9, 25, 'ADE')]"
Na-experiensya ko an manget an kalamnan pagkatapos nu Hepatitis B Vaccine ( rDNA).,"[(54, 81, 'DRUG'), (21, 39, 'ADE')]"
"Nu matapos ko inom an Forexine, napa-kulang an hangin ako.","[(22, 30, 'DRUG'), (37, 53, 'ADE')]"
"Dahil nu Betamethasone + Dexchlorpheniramine Maleate, nagkapwa ako nu nagnginingisi.","[(9, 52, 'DRUG'), (70, 83, 'ADE')]"
"Pagkatapos ko gamiten an Omeprazole (As Sodium), nag-aramak nu kulang an hangin.","[(25, 47, 'DRUG'), (63, 79, 'ADE')]"
Si nanay may manlalabas katapos inom na nu Rabbit Anti-Human Thymocyte Immunoglobulin.,"[(43, 85, 'DRUG'), (13, 23, 'ADE')]"
"Pagkatapos ko gamiten an Biperiden Hydrochloride, nag-aramak nu kulang an hangin.","[(25, 48, 'DRUG'), (64, 80, 'ADE')]"
An madin maturog ay epekto nu Dextromethorphan Hbr + Phenylephrine Hydrochloride + Paracetamol.,"[(30, 94, 'DRUG'), (3, 16, 'ADE')]"
Na-experiensya ko an madin maturog pagkatapos nu Human Coagulation Factor VIII.,"[(49, 78, 'DRUG'), (21, 34, 'ADE')]"
"Dahil nu Nepafenac, nagkapwa ako nu madilim magdiges.","[(9, 18, 'DRUG'), (36, 52, 'ADE')]"
"Dahil nu Ferrous Sulfate Heptahydrate, nagkapwa ako nu madinayaw an tibok.","[(9, 37, 'DRUG'), (55, 73, 'ADE')]"
An napapanes ay epekto nu Sitaglitpin (As Phosphate Monohydrate).,"[(26, 64, 'DRUG'), (3, 12, 'ADE')]"
An manlalabas ay epekto nu Fluocinonide + Neomycin Sulfate + Gramicidin + Nystatin.,"[(27, 82, 'DRUG'), (3, 13, 'ADE')]"
"Si nanay may may katikati katapos inom na nu Inactivated Porcine Parvovirus (PPV) + Erysiphelothrix 
rhusiopathiae Vaccine (Vet.).","[(45, 130, 'DRUG'), (13, 25, 'ADE')]"
"Nu matapos ko inom an Megaclav, napa-may katikati ako.","[(22, 30, 'DRUG'), (37, 49, 'ADE')]"
Namayan ako nu napapanes pagkatapos inom ko nu Diosmin+Hesperidin.,"[(47, 65, 'DRUG'), (15, 24, 'ADE')]"
"Nu matapos ko inom an Xylometazoline (as Hydrochloride), napa-napapanes ako.","[(22, 55, 'DRUG'), (62, 71, 'ADE')]"
"Dahil nu Trimetazidine (as Hydrochloride), nagkapwa ako nu manget ang ulu.","[(9, 41, 'DRUG'), (59, 73, 'ADE')]"
"Sabi da, napapanes nu epekto nu Dorzolamide + Timolol.","[(32, 53, 'DRUG'), (9, 18, 'ADE')]"
"Pagkatapos ko gamiten an AMIODARONE HYDROCHLORIDE, nag-aramak nu manget ang ulu.","[(25, 49, 'DRUG'), (65, 79, 'ADE')]"
Naramdaman ko an napapanes matapos gamitin an Human Insulin (rDNA).,"[(46, 66, 'DRUG'), (17, 26, 'ADE')]"
Na-experiensya ko an namamaga pagkatapos nu Remimazolam.,"[(44, 55, 'DRUG'), (21, 29, 'ADE')]"
"Pagkatapos ko gamiten an Strepsils, nag-aramak nu kulang an hangin.","[(25, 34, 'DRUG'), (50, 66, 'ADE')]"
Na-experiensya ko an may sepu pagkatapos nu Hyoscine-N-Butylbromide + Paracetamol.,"[(44, 81, 'DRUG'), (21, 29, 'ADE')]"
Na-experiensya ko an manuka pagkatapos nu Recombinant Human Insulin (70% Isophane/30% Soluble).,"[(42, 94, 'DRUG'), (21, 27, 'ADE')]"
Na-experiensya ko an napapanes pagkatapos nu Polyethylene Glycol 3350 + Sodium Chloride + Sodium Bicarbonate + Potassium Chloride.,"[(45, 129, 'DRUG'), (21, 30, 'ADE')]"
"Sabi da, natuyu an ngiwat nu epekto nu Merophem.","[(39, 47, 'DRUG'), (9, 25, 'ADE')]"
"Manyahe nagrereklamo na manget ang ulu pag inom nu Dapagliflozin (as propanediol monohydrate) + 
Metformin Hydrochloride.","[(51, 121, 'DRUG'), (24, 38, 'ADE')]"
"Nu matapos ko inom an Deferasirox, napa-nanamayan ako.","[(22, 33, 'DRUG'), (40, 49, 'ADE')]"
Na-experiensya ko an madin maturog pagkatapos nu QUETIAPINE (as fumarate).,"[(49, 73, 'DRUG'), (21, 34, 'ADE')]"
Manyahe nagrereklamo na nagnginingisi pag inom nu Vitamin B-Complex + C.,"[(50, 71, 'DRUG'), (24, 37, 'ADE')]"
An may sepu ay epekto nu Dipyridamole.,"[(25, 37, 'DRUG'), (3, 11, 'ADE')]"
Manyahe nagrereklamo na madinayaw an tibok pag inom nu Linagliptin + Metformin Hydrochloride.,"[(55, 92, 'DRUG'), (24, 42, 'ADE')]"
Na-experiensya ko an namamaga pagkatapos nu Latanoprost.,"[(44, 55, 'DRUG'), (21, 29, 'ADE')]"
Si nanay may napapanes katapos inom na nu Irinotecan (as hydrochloride).,"[(42, 71, 'DRUG'), (13, 22, 'ADE')]"
"Nu matapos ko inom an Esmolol hydrochloride, napa-manlalabas ako.","[(22, 43, 'DRUG'), (50, 60, 'ADE')]"
